image_path,identity
data/raw/Task_B/train\Hidetoshi_Nakata\distortion\Hidetoshi_Nakata_0001_foggy.jpg,Hidetoshi_Nakata
data/raw/Task_B/train\Hidetoshi_Nakata\distortion\Hidetoshi_Nakata_0001_lowlight.jpg,Hidetoshi_Nakata
data/raw/Task_B/train\Hidetoshi_Nakata\distortion\Hidetoshi_Nakata_0001_noisy.jpg,Hidetoshi_Nakata
data/raw/Task_B/train\Hidetoshi_Nakata\distortion\Hidetoshi_Nakata_0001_rainy.jpg,Hidetoshi_Nakata
data/raw/Task_B/train\Hidetoshi_Nakata\distortion\Hidetoshi_Nakata_0001_resized.jpg,Hidetoshi_Nakata
data/raw/Task_B/train\Hidetoshi_Nakata\distortion\Hidetoshi_Nakata_0001_sunny.jpg,Hidetoshi_Nakata
data/raw/Task_B/train\Horace_Donovan_Reid\Horace_Donovan_Reid_0001.jpg,Horace_Donovan_Reid
data/raw/Task_B/train\Horace_Donovan_Reid\distortion\Horace_Donovan_Reid_0001_blurred.jpg,Horace_Donovan_Reid
data/raw/Task_B/train\Horace_Donovan_Reid\distortion\Horace_Donovan_Reid_0001_foggy.jpg,Horace_Donovan_Reid
data/raw/Task_B/train\Horace_Donovan_Reid\distortion\Horace_Donovan_Reid_0001_lowlight.jpg,Horace_Donovan_Reid
data/raw/Task_B/train\Horace_Donovan_Reid\distortion\Horace_Donovan_Reid_0001_noisy.jpg,Horace_Donovan_Reid
data/raw/Task_B/train\Horace_Donovan_Reid\distortion\Horace_Donovan_Reid_0001_rainy.jpg,Horace_Donovan_Reid
data/raw/Task_B/train\Horace_Donovan_Reid\distortion\Horace_Donovan_Reid_0001_resized.jpg,Horace_Donovan_Reid
data/raw/Task_B/train\Horace_Donovan_Reid\distortion\Horace_Donovan_Reid_0001_sunny.jpg,Horace_Donovan_Reid
data/raw/Task_B/train\Hugh_Campbell\Hugh_Campbell_0001.jpg,Hugh_Campbell
data/raw/Task_B/train\Hugh_Campbell\distortion\Hugh_Campbell_0001_blurred.jpg,Hugh_Campbell
data/raw/Task_B/train\Hugh_Campbell\distortion\Hugh_Campbell_0001_foggy.jpg,Hugh_Campbell
data/raw/Task_B/train\Hugh_Campbell\distortion\Hugh_Campbell_0001_lowlight.jpg,Hugh_Campbell
data/raw/Task_B/train\Hugh_Campbell\distortion\Hugh_Campbell_0001_noisy.jpg,Hugh_Campbell
data/raw/Task_B/train\Hugh_Campbell\distortion\Hugh_Campbell_0001_rainy.jpg,Hugh_Campbell
data/raw/Task_B/train\Hugh_Campbell\distortion\Hugh_Campbell_0001_resized.jpg,Hugh_Campbell
data/raw/Task_B/train\Hugh_Campbell\distortion\Hugh_Campbell_0001_sunny.jpg,Hugh_Campbell
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0001.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0002.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0003.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0004.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0005.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0006.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0007.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0008.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0009.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0010.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0011.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0012.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0013.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0014.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0015.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0016.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0017.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0018.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0019.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0020.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0021.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0022.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0023.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0024.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0025.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0026.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0027.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0028.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0029.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0030.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0031.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0032.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0033.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0034.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0035.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0036.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0037.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0038.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0039.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0040.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0041.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0042.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0043.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0044.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0045.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0046.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0047.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0048.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0049.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0050.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0051.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0052.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0053.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0054.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0055.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0056.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0057.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0058.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0059.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0060.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0061.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0062.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0063.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0064.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0065.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0066.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0067.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0068.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0069.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0070.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\Hugo_Chavez_0071.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0001_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0001_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0001_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0001_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0001_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0001_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0001_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0002_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0002_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0002_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0002_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0002_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0002_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0002_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0003_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0003_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0003_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0003_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0003_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0003_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0003_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0004_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0004_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0004_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0004_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0004_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0004_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0004_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0005_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0005_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0005_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0005_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0005_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0005_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0005_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0006_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0006_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0006_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0006_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0006_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0006_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0006_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0007_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0007_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0007_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0007_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0007_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0007_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0007_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0008_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0008_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0008_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0008_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0008_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0008_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0008_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0009_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0009_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0009_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0009_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0009_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0009_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0009_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0010_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0010_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0010_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0010_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0010_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0010_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0010_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0011_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0011_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0011_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0011_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0011_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0011_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0011_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0012_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0012_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0012_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0012_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0012_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0012_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0012_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0013_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0013_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0013_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0013_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0013_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0013_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0013_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0014_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0014_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0014_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0014_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0014_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0014_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0014_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0015_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0015_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0015_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0015_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0015_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0015_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0015_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0016_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0016_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0016_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0016_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0016_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0016_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0016_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0017_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0017_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0017_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0017_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0017_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0017_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0017_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0018_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0018_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0018_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0018_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0018_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0018_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0018_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0019_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0019_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0019_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0019_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0019_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0019_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0019_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0020_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0020_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0020_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0020_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0020_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0020_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0020_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0021_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0021_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0021_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0021_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0021_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0021_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0021_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0022_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0022_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0022_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0022_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0022_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0022_resized.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0022_sunny.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0023_blurred.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0023_foggy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0023_lowlight.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0023_noisy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0023_rainy.jpg,Hugo_Chavez
data/raw/Task_B/train\Hugo_Chavez\distortion\Hugo_Chavez_0023_resized.jpg,Hugo_Chavez
